,date,open,high,low,close,volume,average,barCount
71,2016-07-12,215.755,216.525,215.48,216.16,-1,-1.0,-1
72,2016-07-13,216.68,216.695,215.585,216.165,-1,-1.0,-1
73,2016-07-14,217.635,217.915,216.895,217.305,-1,-1.0,-1
74,2016-07-15,218.02,218.055,216.53,217.06,-1,-1.0,-1
75,2016-07-18,217.19,217.855,216.9,217.66,-1,-1.0,-1
76,2016-07-19,217.165,217.47,216.875,217.395,-1,-1.0,-1
77,2016-07-20,217.985,218.605,217.47,218.33,-1,-1.0,-1
78,2016-07-21,218.19,218.475,216.985,217.5,-1,-1.0,-1
79,2016-07-22,217.635,218.555,217.34,218.48,-1,-1.0,-1
80,2016-07-25,218.245,218.32,217.225,217.915,-1,-1.0,-1
81,2016-07-26,217.785,218.415,217.01,217.975,-1,-1.0,-1
82,2016-07-27,218.435,218.53,216.89,217.79,-1,-1.0,-1
83,2016-07-28,217.53,218.365,216.995,218.035,-1,-1.0,-1
84,2016-07-29,217.72,218.8,217.365,218.365,-1,-1.0,-1
85,2016-08-01,218.435,218.905,217.64,218.135,-1,-1.0,-1
86,2016-08-02,217.905,218.065,215.815,216.795,-1,-1.0,-1
87,2016-08-03,216.725,217.485,216.375,217.445,-1,-1.0,-1
88,2016-08-04,217.545,218.025,217.08,217.65,-1,-1.0,-1
89,2016-08-05,218.485,219.485,218.33,219.425,-1,-1.0,-1
90,2016-08-08,219.675,219.785,218.995,219.285,-1,-1.0,-1
91,2016-08-09,219.395,220.005,219.06,219.415,-1,-1.0,-1
92,2016-08-10,219.57,219.67,218.475,218.895,-1,-1.0,-1
93,2016-08-11,219.52,220.195,219.205,219.92,-1,-1.0,-1
94,2016-08-12,219.54,219.975,219.255,219.705,-1,-1.0,-1
95,2016-08-15,220.175,220.765,220.15,220.4,-1,-1.0,-1
96,2016-08-16,219.86,219.95,219.235,219.25,-1,-1.0,-1
97,2016-08-17,219.275,219.795,218.275,219.615,-1,-1.0,-1
98,2016-08-18,219.595,220.16,219.47,220.145,-1,-1.0,-1
99,2016-08-19,219.575,220.015,219.005,219.84,-1,-1.0,-1
100,2016-08-22,219.53,220.065,219.085,219.77,-1,-1.0,-1
101,2016-08-23,220.52,220.875,220.175,220.21,-1,-1.0,-1
102,2016-08-24,220.075,220.185,218.625,219.125,-1,-1.0,-1
103,2016-08-25,218.655,219.45,218.475,218.845,-1,-1.0,-1
104,2016-08-26,219.175,220.385,217.505,218.505,-1,-1.0,-1
105,2016-08-29,218.72,219.925,218.655,219.625,-1,-1.0,-1
106,2016-08-30,219.525,219.855,218.6,219.225,-1,-1.0,-1
107,2016-08-31,218.885,219.01,217.72,218.64,-1,-1.0,-1
108,2016-09-01,218.615,218.99,217.275,218.66,-1,-1.0,-1
109,2016-09-02,219.675,220.145,218.97,219.635,-1,-1.0,-1
110,2016-09-06,219.965,220.355,219.115,220.345,-1,-1.0,-1
111,2016-09-07,220.095,220.495,219.575,220.34,-1,-1.0,-1
112,2016-09-08,219.89,220.235,219.43,219.805,-1,-1.0,-1
113,2016-09-09,218.195,218.275,214.485,214.5,-1,-1.0,-1
114,2016-09-12,213.6,218.06,213.52,217.58,-1,-1.0,-1
115,2016-09-13,216.055,216.38,213.73,214.435,-1,-1.0,-1
116,2016-09-14,214.535,215.925,213.705,214.345,-1,-1.0,-1
117,2016-09-15,214.145,216.965,213.96,216.525,-1,-1.0,-1
118,2016-09-16,215.78,215.995,214.875,215.64,-1,-1.0,-1
119,2016-09-19,216.45,217.21,215.345,215.715,-1,-1.0,-1
120,2016-09-20,216.73,216.915,215.69,215.735,-1,-1.0,-1
121,2016-09-21,216.565,218.365,215.76,218.135,-1,-1.0,-1
122,2016-09-22,219.355,219.885,219.065,219.505,-1,-1.0,-1
123,2016-09-23,219.055,219.235,218.22,218.325,-1,-1.0,-1
124,2016-09-26,216.28,216.46,215.24,215.44,-1,-1.0,-1
125,2016-09-27,215.27,216.905,214.82,216.775,-1,-1.0,-1
126,2016-09-28,217.07,218.035,215.935,217.905,-1,-1.0,-1
127,2016-09-29,217.65,218.11,215.255,215.905,-1,-1.0,-1
128,2016-09-30,216.875,218.345,216.59,217.58,-1,-1.0,-1
129,2016-10-03,217.045,217.275,216.255,216.92,-1,-1.0,-1
130,2016-10-04,217.18,217.405,215.22,215.945,-1,-1.0,-1
131,2016-10-05,216.63,217.355,216.555,216.875,-1,-1.0,-1
132,2016-10-06,216.58,217.265,215.955,217.06,-1,-1.0,-1
133,2016-10-07,217.325,217.585,215.395,216.275,-1,-1.0,-1
134,2016-10-10,217.375,217.935,217.215,217.335,-1,-1.0,-1
135,2016-10-11,216.89,216.965,213.785,214.675,-1,-1.0,-1
136,2016-10-12,214.815,215.54,214.22,214.935,-1,-1.0,-1
137,2016-10-13,213.36,214.815,212.41,214.26,-1,-1.0,-1
138,2016-10-14,215.375,215.92,214.245,214.295,-1,-1.0,-1
139,2016-10-17,214.3,214.595,213.38,213.615,-1,-1.0,-1
140,2016-10-18,215.475,215.505,214.485,214.895,-1,-1.0,-1
141,2016-10-19,215.25,215.85,214.815,215.45,-1,-1.0,-1
142,2016-10-20,215.075,215.76,214.325,215.105,-1,-1.0,-1
143,2016-10-21,214.15,215.305,213.975,215.155,-1,-1.0,-1
144,2016-10-24,216.205,216.525,215.7,216.075,-1,-1.0,-1
145,2016-10-25,215.92,216.205,215.205,215.405,-1,-1.0,-1
146,2016-10-26,214.41,215.645,214.145,214.97,-1,-1.0,-1
147,2016-10-27,215.815,215.84,214.295,214.385,-1,-1.0,-1
148,2016-10-28,214.35,215.14,212.93,213.715,-1,-1.0,-1
149,2016-10-31,214.14,214.4,213.565,213.695,-1,-1.0,-1
150,2016-11-01,214.14,214.18,210.78,212.205,-1,-1.0,-1
151,2016-11-02,211.865,212.29,210.405,210.865,-1,-1.0,-1
152,2016-11-03,211.175,211.43,209.63,210.01,-1,-1.0,-1
153,2016-11-04,210.09,211.06,209.565,209.685,-1,-1.0,-1
154,2016-11-07,212.64,214.385,212.485,214.305,-1,-1.0,-1
155,2016-11-08,213.895,216.005,213.6,215.3,-1,-1.0,-1
156,2016-11-09,213.545,218.345,213.515,217.635,-1,-1.0,-1
157,2016-11-10,218.565,219.555,216.455,218.11,-1,-1.0,-1
158,2016-11-11,217.32,217.925,216.545,217.7,-1,-1.0,-1
159,2016-11-14,218.245,218.495,216.94,217.785,-1,-1.0,-1
160,2016-11-15,218.265,219.505,218.03,219.475,-1,-1.0,-1
161,2016-11-16,218.795,219.39,218.665,219.185,-1,-1.0,-1
162,2016-11-17,219.285,220.315,219.165,220.205,-1,-1.0,-1
163,2016-11-18,220.305,220.52,219.535,219.76,-1,-1.0,-1
164,2016-11-21,220.405,221.435,220.255,221.37,-1,-1.0,-1
165,2016-11-22,221.775,222.05,220.995,221.795,-1,-1.0,-1
166,2016-11-23,221.245,222.025,221.005,221.985,-1,-1.0,-1
167,2016-11-25,222.375,222.815,222.285,222.815,-1,-1.0,-1
168,2016-11-28,222.45,222.755,221.635,221.815,-1,-1.0,-1
169,2016-11-29,221.8,222.715,221.425,222.165,-1,-1.0,-1
170,2016-11-30,222.905,223.105,221.58,221.585,-1,-1.0,-1
171,2016-12-01,221.95,221.97,220.415,220.79,-1,-1.0,-1
172,2016-12-02,220.93,221.515,220.515,220.935,-1,-1.0,-1
173,2016-12-05,221.92,222.68,221.685,222.21,-1,-1.0,-1
174,2016-12-06,222.48,223.015,221.925,222.965,-1,-1.0,-1
175,2016-12-07,222.79,225.985,222.655,225.87,-1,-1.0,-1
176,2016-12-08,225.875,227.015,225.57,226.445,-1,-1.0,-1
177,2016-12-09,226.72,227.835,226.68,227.825,-1,-1.0,-1
178,2016-12-12,227.725,228.295,227.085,227.565,-1,-1.0,-1
179,2016-12-13,228.355,229.685,228.335,229.07,-1,-1.0,-1
180,2016-12-14,228.73,229.57,226.685,227.26,-1,-1.0,-1
181,2016-12-15,227.48,229.155,227.34,228.095,-1,-1.0,-1
182,2016-12-16,228.645,228.735,227.335,227.745,-1,-1.0,-1
183,2016-12-19,227.93,228.68,227.74,228.165,-1,-1.0,-1
184,2016-12-20,228.835,229.245,228.545,229.035,-1,-1.0,-1
185,2016-12-21,227.63,227.83,227.14,227.18,-1,-1.0,-1
186,2016-12-22,226.97,227.115,226.29,226.785,-1,-1.0,-1
187,2016-12-23,226.795,227.08,226.575,227.05,-1,-1.0,-1
188,2016-12-27,227.36,228.095,227.345,227.61,-1,-1.0,-1
189,2016-12-28,227.93,227.935,225.645,225.775,-1,-1.0,-1
190,2016-12-29,225.845,226.26,225.21,225.715,-1,-1.0,-1
191,2016-12-30,226.105,226.215,224.095,224.91,-1,-1.0,-1
192,2017-01-03,226.41,227.195,225.235,226.525,-1,-1.0,-1
193,2017-01-04,226.965,228.12,226.955,227.9,-1,-1.0,-1
194,2017-01-05,227.635,227.96,226.85,227.75,-1,-1.0,-1
195,2017-01-06,227.89,229.13,227.27,228.64,-1,-1.0,-1
196,2017-01-09,228.285,228.455,227.795,227.865,-1,-1.0,-1
197,2017-01-10,227.86,228.82,227.38,227.81,-1,-1.0,-1
198,2017-01-11,227.74,228.44,226.95,228.44,-1,-1.0,-1
199,2017-01-12,227.88,228.135,226.31,227.955,-1,-1.0,-1
200,2017-01-13,228.105,228.79,228.075,228.415,-1,-1.0,-1
201,2017-01-17,227.69,228.17,227.195,227.675,-1,-1.0,-1
202,2017-01-18,227.9,228.17,227.275,228.125,-1,-1.0,-1
203,2017-01-19,228.225,228.395,226.785,227.335,-1,-1.0,-1
204,2017-01-20,228.095,228.695,227.43,228.08,-1,-1.0,-1
205,2017-01-23,227.72,228.185,226.65,227.565,-1,-1.0,-1
206,2017-01-24,227.79,229.475,227.65,228.97,-1,-1.0,-1
207,2017-01-25,230.08,230.965,229.88,230.875,-1,-1.0,-1
208,2017-01-26,230.78,231.105,230.395,230.695,-1,-1.0,-1
209,2017-01-27,230.795,230.985,230.155,230.395,-1,-1.0,-1
210,2017-01-30,229.55,229.595,227.79,229.015,-1,-1.0,-1
211,2017-01-31,228.345,228.97,227.71,228.945,-1,-1.0,-1
212,2017-02-01,229.655,229.98,228.33,229.035,-1,-1.0,-1
213,2017-02-02,228.625,229.49,228.21,229.145,-1,-1.0,-1
214,2017-02-03,230.21,230.935,229.845,230.785,-1,-1.0,-1
215,2017-02-06,230.26,230.72,229.94,230.365,-1,-1.0,-1
216,2017-02-07,230.785,231.06,230.12,230.375,-1,-1.0,-1
217,2017-02-08,229.995,230.785,229.7,230.665,-1,-1.0,-1
218,2017-02-09,230.975,232.36,230.93,231.985,-1,-1.0,-1
219,2017-02-10,232.425,233.195,232.29,232.895,-1,-1.0,-1
220,2017-02-13,233.515,234.505,233.47,234.155,-1,-1.0,-1
221,2017-02-14,233.98,235.145,233.59,235.14,-1,-1.0,-1
222,2017-02-15,234.875,236.595,234.845,236.335,-1,-1.0,-1
223,2017-02-16,236.42,236.605,235.315,236.205,-1,-1.0,-1
224,2017-02-17,235.39,236.51,235.38,236.495,-1,-1.0,-1
225,2017-02-21,236.98,238.145,236.96,237.905,-1,-1.0,-1
226,2017-02-22,237.49,238.015,237.285,237.765,-1,-1.0,-1
227,2017-02-23,238.365,238.385,237.02,237.915,-1,-1.0,-1
228,2017-02-24,236.93,238.265,236.87,238.245,-1,-1.0,-1
229,2017-02-27,238.11,238.785,237.815,238.615,-1,-1.0,-1
230,2017-02-28,238.155,238.415,237.485,237.975,-1,-1.0,-1
231,2017-03-01,239.86,241.815,239.85,241.235,-1,-1.0,-1
232,2017-03-02,241.045,241.065,239.695,239.815,-1,-1.0,-1
233,2017-03-03,239.655,240.105,239.215,239.965,-1,-1.0,-1
234,2017-03-06,238.96,239.605,238.505,239.25,-1,-1.0,-1
235,2017-03-07,238.84,239.255,238.255,238.53,-1,-1.0,-1
236,2017-03-08,238.82,239.105,237.875,238.07,-1,-1.0,-1
237,2017-03-09,238.14,238.715,237.215,238.315,-1,-1.0,-1
238,2017-03-10,239.45,239.515,238.07,239.125,-1,-1.0,-1
239,2017-03-13,239.1,239.34,238.72,239.245,-1,-1.0,-1
240,2017-03-14,238.66,238.72,237.67,238.405,-1,-1.0,-1
241,2017-03-15,239.045,240.925,238.77,240.38,-1,-1.0,-1
242,2017-03-16,240.59,240.705,239.605,240.04,-1,-1.0,-1
243,2017-03-17,240.295,240.495,239.585,239.585,-1,-1.0,-1
244,2017-03-20,239.55,239.875,238.845,239.275,-1,-1.0,-1
245,2017-03-21,240.005,240.14,236.075,236.29,-1,-1.0,-1
246,2017-03-22,236.28,237.11,235.54,236.775,-1,-1.0,-1
247,2017-03-23,236.485,237.845,236.095,236.515,-1,-1.0,-1
248,2017-03-24,235.845,236.5,234.435,235.38,-1,-1.0,-1
249,2017-03-27,233.37,235.375,233.065,235.04,-1,-1.0,-1
250,2017-03-28,234.725,237.29,234.625,236.73,-1,-1.0,-1
251,2017-03-29,236.465,237.285,236.195,237.065,-1,-1.0,-1
252,2017-03-30,236.955,238.005,236.75,237.74,-1,-1.0,-1
253,2017-03-31,237.37,237.99,237.165,237.19,-1,-1.0,-1
254,2017-04-03,237.285,237.52,235.395,236.86,-1,-1.0,-1
255,2017-04-04,236.455,237.055,236.03,236.985,-1,-1.0,-1
256,2017-04-05,237.73,238.89,236.035,236.265,-1,-1.0,-1
257,2017-04-06,236.445,237.51,235.91,236.865,-1,-1.0,-1
258,2017-04-07,236.625,237.485,236.115,236.645,-1,-1.0,-1
259,2017-04-10,236.845,237.74,236.215,236.815,-1,-1.0,-1
260,2017-04-11,236.36,236.675,234.815,236.52,-1,-1.0,-1
261,2017-04-12,236.225,236.43,235.24,235.585,-1,-1.0,-1
262,2017-04-13,235.11,235.96,234.025,234.03,-1,-1.0,-1
263,2017-04-17,234.575,236.05,234.365,236.045,-1,-1.0,-1
264,2017-04-18,235.18,235.965,234.555,235.335,-1,-1.0,-1
265,2017-04-19,235.995,236.445,234.66,234.95,-1,-1.0,-1
266,2017-04-20,235.63,237.34,235.26,236.775,-1,-1.0,-1
267,2017-04-21,236.73,236.79,235.605,236.085,-1,-1.0,-1
268,2017-04-24,238.69,238.915,238.115,238.615,-1,-1.0,-1
269,2017-04-25,239.41,240.465,239.305,240.035,-1,-1.0,-1
270,2017-04-26,240.04,241.05,239.86,239.945,-1,-1.0,-1
271,2017-04-27,240.28,240.46,239.485,240.115,-1,-1.0,-1
272,2017-04-28,240.415,240.44,239.45,239.615,-1,-1.0,-1
273,2017-05-01,240.17,240.69,239.7,240.165,-1,-1.0,-1
274,2017-05-02,240.375,240.495,239.815,240.3,-1,-1.0,-1
275,2017-05-03,239.81,240.255,239.215,240.035,-1,-1.0,-1
276,2017-05-04,240.36,240.435,239.275,240.255,-1,-1.0,-1
277,2017-05-05,240.71,241.225,240.195,241.225,-1,-1.0,-1
278,2017-05-08,241.27,241.455,240.69,241.195,-1,-1.0,-1
279,2017-05-09,241.47,241.705,240.545,240.975,-1,-1.0,-1
280,2017-05-10,240.89,241.395,240.665,241.37,-1,-1.0,-1
281,2017-05-11,240.855,241.08,239.63,240.92,-1,-1.0,-1
282,2017-05-12,240.59,240.72,240.19,240.535,-1,-1.0,-1
283,2017-05-15,241.005,241.955,240.965,241.755,-1,-1.0,-1
284,2017-05-16,242.15,242.195,241.145,241.615,-1,-1.0,-1
285,2017-05-17,239.595,240.14,237.24,237.345,-1,-1.0,-1
286,2017-05-18,237.185,239.235,236.915,238.225,-1,-1.0,-1
287,2017-05-19,238.815,240.575,238.765,239.79,-1,-1.0,-1
288,2017-05-22,240.405,241.225,240.32,241.045,-1,-1.0,-1
289,2017-05-23,241.475,241.745,241.025,241.535,-1,-1.0,-1
290,2017-05-24,241.825,242.245,241.45,242.105,-1,-1.0,-1
291,2017-05-25,242.72,243.62,242.48,243.245,-1,-1.0,-1
292,2017-05-26,243.075,243.425,242.985,243.265,-1,-1.0,-1
293,2017-05-30,242.855,243.325,242.685,243.06,-1,-1.0,-1
294,2017-05-31,243.37,243.43,242.165,242.955,-1,-1.0,-1
295,2017-06-01,243.495,244.88,243.175,244.88,-1,-1.0,-1
296,2017-06-02,244.965,245.905,244.63,245.675,-1,-1.0,-1
297,2017-06-05,245.525,245.85,245.32,245.515,-1,-1.0,-1
298,2017-06-06,244.84,245.52,244.665,244.815,-1,-1.0,-1
299,2017-06-07,245.16,245.475,244.385,245.21,-1,-1.0,-1
300,2017-06-08,245.335,245.9,244.72,245.31,-1,-1.0,-1
301,2017-06-09,245.68,246.585,243.475,244.995,-1,-1.0,-1
302,2017-06-12,244.68,244.985,243.93,244.905,-1,-1.0,-1
303,2017-06-13,245.55,246.185,245.14,246.1,-1,-1.0,-1
304,2017-06-14,246.425,246.47,244.845,245.825,-1,-1.0,-1
305,2017-06-15,244.255,245.47,243.91,245.355,-1,-1.0,-1
306,2017-06-16,245.515,245.545,244.37,245.365,-1,-1.0,-1
307,2017-06-19,246.325,247.485,246.215,247.39,-1,-1.0,-1
308,2017-06-20,247.005,247.03,245.745,245.795,-1,-1.0,-1
309,2017-06-21,246.195,246.35,245.155,245.69,-1,-1.0,-1
310,2017-06-22,245.72,246.285,245.385,245.585,-1,-1.0,-1
311,2017-06-23,245.675,246.265,245.225,245.895,-1,-1.0,-1
312,2017-06-26,246.65,247.145,245.785,246.01,-1,-1.0,-1
313,2017-06-27,244.665,245.015,242.945,242.975,-1,-1.0,-1
314,2017-06-28,244.125,245.35,243.855,245.095,-1,-1.0,-1
315,2017-06-29,245.305,245.355,241.565,243.015,-1,-1.0,-1
316,2017-06-30,243.89,244.335,243.19,243.385,-1,-1.0,-1
317,2017-07-03,244.525,245.01,243.91,243.955,-1,-1.0,-1
318,2017-07-05,244.23,244.635,243.315,244.385,-1,-1.0,-1
319,2017-07-06,243.5,243.655,241.95,242.19,-1,-1.0,-1
320,2017-07-07,242.83,243.915,242.635,243.715,-1,-1.0,-1
321,2017-07-10,243.57,244.435,243.405,243.965,-1,-1.0,-1
322,2017-07-11,243.78,244.175,242.465,243.805,-1,-1.0,-1
323,2017-07-12,244.965,245.85,244.965,245.635,-1,-1.0,-1
324,2017-07-13,245.66,246.2,245.41,246.065,-1,-1.0,-1
325,2017-07-14,246.075,247.635,245.955,247.185,-1,-1.0,-1
326,2017-07-17,247.115,247.575,246.975,247.155,-1,-1.0,-1
327,2017-07-18,246.72,247.38,246.325,247.345,-1,-1.0,-1
328,2017-07-19,247.7,248.665,247.675,248.665,-1,-1.0,-1
329,2017-07-20,248.945,249.095,248.135,248.75,-1,-1.0,-1
330,2017-07-21,248.12,248.58,247.845,248.545,-1,-1.0,-1
331,2017-07-24,248.47,248.645,247.945,248.495,-1,-1.0,-1
332,2017-07-25,249.375,249.475,248.84,249.065,-1,-1.0,-1
333,2017-07-26,249.43,249.475,248.795,249.135,-1,-1.0,-1
334,2017-07-27,249.645,249.69,247.34,248.9,-1,-1.0,-1
335,2017-07-28,248.32,248.725,247.795,248.565,-1,-1.0,-1
336,2017-07-31,249.04,249.15,248.195,248.425,-1,-1.0,-1
337,2017-08-01,249.145,249.18,248.47,248.97,-1,-1.0,-1
338,2017-08-02,249.15,249.285,248.035,249.1,-1,-1.0,-1
339,2017-08-03,249.015,249.015,248.325,248.655,-1,-1.0,-1
340,2017-08-04,249.21,249.48,248.645,249.065,-1,-1.0,-1
341,2017-08-07,249.165,249.545,249.035,249.525,-1,-1.0,-1
342,2017-08-08,249.205,250.595,248.505,248.965,-1,-1.0,-1
343,2017-08-09,248.145,248.985,247.715,248.895,-1,-1.0,-1
344,2017-08-10,247.955,248.105,245.355,245.435,-1,-1.0,-1
345,2017-08-11,245.66,246.45,245.395,245.745,-1,-1.0,-1
346,2017-08-14,247.215,248.455,247.215,248.165,-1,-1.0,-1
347,2017-08-15,248.635,248.66,247.825,248.19,-1,-1.0,-1
348,2017-08-16,248.765,249.25,248.12,248.605,-1,-1.0,-1
349,2017-08-17,247.92,248.265,244.755,244.755,-1,-1.0,-1
350,2017-08-18,244.52,245.825,243.82,244.245,-1,-1.0,-1
351,2017-08-21,244.275,244.83,243.45,244.555,-1,-1.0,-1
352,2017-08-22,245.225,247.275,245.18,247.05,-1,-1.0,-1
353,2017-08-23,245.995,246.695,245.81,246.175,-1,-1.0,-1
354,2017-08-24,246.645,246.83,245.395,245.685,-1,-1.0,-1
355,2017-08-25,246.545,247.28,246.045,246.185,-1,-1.0,-1
356,2017-08-28,246.78,246.855,245.74,246.255,-1,-1.0,-1
357,2017-08-29,244.755,246.805,244.57,246.515,-1,-1.0,-1
358,2017-08-30,246.48,247.995,246.275,247.705,-1,-1.0,-1
359,2017-08-31,248.405,249.455,248.285,249.105,-1,-1.0,-1
360,2017-09-01,249.605,250.025,249.375,249.565,-1,-1.0,-1
361,2017-09-05,248.925,249.2,246.615,247.78,-1,-1.0,-1
362,2017-09-06,248.54,248.98,247.9,248.605,-1,-1.0,-1
363,2017-09-07,248.95,248.975,248.09,248.6,-1,-1.0,-1
364,2017-09-08,248.21,248.795,247.995,248.225,-1,-1.0,-1
365,2017-09-11,249.74,251.015,249.71,250.895,-1,-1.0,-1
366,2017-09-12,251.35,251.805,251.135,251.795,-1,-1.0,-1
367,2017-09-13,251.425,251.93,251.3,251.91,-1,-1.0,-1
368,2017-09-14,251.505,252.05,251.325,251.825,-1,-1.0,-1
369,2017-09-15,251.665,252.245,251.535,252.195,-1,-1.0,-1
370,2017-09-18,252.565,253.085,252.24,252.665,-1,-1.0,-1
371,2017-09-19,252.95,253.055,252.57,252.945,-1,-1.0,-1
372,2017-09-20,253.055,253.175,251.88,253.065,-1,-1.0,-1
373,2017-09-21,252.86,252.955,252.15,252.365,-1,-1.0,-1
374,2017-09-22,251.995,252.605,251.99,252.385,-1,-1.0,-1
375,2017-09-25,252.105,252.525,251.03,251.895,-1,-1.0,-1
376,2017-09-26,251.105,251.375,250.485,250.74,-1,-1.0,-1
377,2017-09-27,251.57,252.175,250.545,251.725,-1,-1.0,-1
378,2017-09-28,251.4,252.13,251.32,252.005,-1,-1.0,-1
379,2017-09-29,252.01,253.01,251.805,252.905,-1,-1.0,-1
380,2017-10-02,253.175,253.99,253.1,253.975,-1,-1.0,-1
381,2017-10-03,254.145,254.595,253.935,254.555,-1,-1.0,-1
382,2017-10-04,254.4,255.155,254.265,254.895,-1,-1.0,-1
383,2017-10-05,255.235,256.415,255.125,256.37,-1,-1.0,-1
384,2017-10-06,255.88,256.185,255.595,256.125,-1,-1.0,-1
385,2017-10-09,256.36,256.43,255.375,255.68,-1,-1.0,-1
386,2017-10-10,256.335,256.78,255.715,256.335,-1,-1.0,-1
